Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Effective Date_form-control""))",Chrome 119.0.0.0,,,2023-11-06 23:36:49,2023-11-06 23:36:49,0.422s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/label_Effective Date""))",Chrome 119.0.0.0,,,2023-11-06 23:36:49,2023-11-06 23:36:50,0.573s,PASSED
"setText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Recipient Reference_transferPurpose""), ""happy dipawali"")",Chrome 119.0.0.0,,,2023-11-06 23:36:50,2023-11-06 23:36:51,1.137s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_TRANSFER""))",Chrome 119.0.0.0,,,2023-11-06 23:36:51,2023-11-06 23:36:52,0.633s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/h6_Tap on the notification on your smartpho_593a44""))",Chrome 119.0.0.0,,,2023-11-06 23:36:52,2023-11-06 23:36:53,1.196s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_REQUEST""))",Chrome 119.0.0.0,,,2023-11-06 23:36:53,2023-11-06 23:36:53,0.431s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:36:53,2023-11-06 23:36:55,1.711s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_Transaction Successful""))",Chrome 119.0.0.0,,,2023-11-06 23:36:55,2023-11-06 23:37:01,6.082s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:37:01,2023-11-06 23:37:02,0.595s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_SAVE RECEIPT""))",Chrome 119.0.0.0,,,2023-11-06 23:37:02,2023-11-06 23:37:02,0.549s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_This receipt is computer generated and_52c908""))",Chrome 119.0.0.0,,,2023-11-06 23:37:02,2023-11-06 23:37:04,1.347s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:37:04,2023-11-06 23:37:04,0.425s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/img""))",Chrome 119.0.0.0,,,2023-11-06 23:37:04,2023-11-06 23:37:05,0.728s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_Status""))",Chrome 119.0.0.0,,,2023-11-06 23:37:05,2023-11-06 23:37:30,24.933s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_MY ACCOUNTS""))",Chrome 119.0.0.0,,,2023-11-06 23:37:30,2023-11-06 23:37:31,0.857s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_562366010785""))",Chrome 119.0.0.0,,,2023-11-06 23:37:31,2023-11-06 23:37:32,1.591s,PASSED
"rightClick(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/p_Available Balance""))",Chrome 119.0.0.0,,,2023-11-06 23:37:32,2023-11-06 23:37:36,4.228s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:37:36,2023-11-06 23:37:37,0.595s,PASSED
"scrollToElement(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_Terms  Conditions""), 0)",Chrome 119.0.0.0,,,2023-11-06 23:37:37,2023-11-06 23:37:37,0.377s,PASSED
delay(3),Chrome 119.0.0.0,,,2023-11-06 23:37:37,2023-11-06 23:37:40,3.009s,PASSED
"rightClick(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/button_VIEW STATEMENTS""))",Chrome 119.0.0.0,,,2023-11-06 23:37:40,2023-11-06 23:37:40,0.002s,NOT_RUN
"rightClick(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""))",Chrome 119.0.0.0,,,2023-11-06 23:37:40,2023-11-06 23:37:40,0.002s,NOT_RUN
"scrollToElement(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""), 0)",Chrome 119.0.0.0,,,2023-11-06 23:37:40,2023-11-06 23:37:41,0.415s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:37:41,2023-11-06 23:37:42,0.793s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-06 23:37:42,2023-11-06 23:37:42,0.360s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-06 23:37:42,2023-11-06 23:37:43,0.521s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_You have logged out""))",Chrome 119.0.0.0,,,2023-11-06 23:37:43,2023-11-06 23:37:44,1.049s,PASSED
takeScreenshot(),Chrome 119.0.0.0,,,2023-11-06 23:37:44,2023-11-06 23:37:44,0.627s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-06 23:37:44,2023-11-06 23:37:45,0.561s,PASSED
